JunctionName,Date,timeOfDay,travel_Direction_in,travel_Direction_out,Weather_Conditions,JunctionSpeedLimit,VehicleSpeed,VehicleType,elctricHybrid
Elm Avenue/Rabbit Road,15/06/2024,13:13:08,N,E,Clear,30,9,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,13:15:39,N,W,Clear,30,23,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,13:20:39,N,E,Clear,30,6,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,13:03:53,E,S,Clear,30,30,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,13:40:32,W,S,Clear,30,18,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,13:43:23,S,W,Clear,30,33,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,13:54:59,N,E,Clear,30,20,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,13:24:25,W,N,Clear,30,2,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,13:08:18,E,N,Clear,30,27,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,13:23:42,N,N,Clear,30,6,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,13:05:05,S,S,Clear,30,30,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,13:37:43,N,E,Clear,30,4,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,13:46:07,S,S,Clear,30,21,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,13:31:30,W,N,Clear,30,8,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,13:17:39,N,W,Clear,30,2,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,13:49:10,W,W,Clear,30,2,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,13:18:38,S,E,Clear,30,7,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,13:39:47,SW,NW,Clear,20,10,Buss,FALSE
Hanley Highway/Westway,15/06/2024,13:31:43,SW,SW,Clear,20,17,Truck,FALSE
Hanley Highway/Westway,15/06/2024,13:01:18,SW,NW,Clear,20,8,Van,FALSE
Hanley Highway/Westway,15/06/2024,13:19:04,SE,SE,Clear,20,22,Van,FALSE
Hanley Highway/Westway,15/06/2024,13:57:49,SW,SW,Clear,20,21,Buss,FALSE
Hanley Highway/Westway,15/06/2024,13:26:47,SE,SE,Clear,20,2,Truck,FALSE
Hanley Highway/Westway,15/06/2024,13:55:29,NE,NW,Clear,20,7,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,13:45:35,SE,NE,Clear,20,11,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,13:03:20,SW,NW,Clear,20,21,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,13:27:25,SW,SW,Clear,20,13,Car,FALSE
Hanley Highway/Westway,15/06/2024,13:45:29,NE,NE,Clear,20,11,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,13:57:06,SE,NE,Clear,20,12,Van,FALSE
Hanley Highway/Westway,15/06/2024,13:02:58,SW,NW,Clear,20,18,Truck,FALSE
Hanley Highway/Westway,15/06/2024,13:03:20,SW,SW,Clear,20,4,Van,FALSE
Hanley Highway/Westway,15/06/2024,13:53:30,SW,SW,Clear,20,23,Car,FALSE
Hanley Highway/Westway,15/06/2024,13:57:43,SW,SE,Clear,20,15,Car,FALSE
Hanley Highway/Westway,15/06/2024,13:23:58,SW,NW,Clear,20,15,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,13:07:38,SW,SE,Clear,20,21,Car,FALSE
Hanley Highway/Westway,15/06/2024,13:15:55,SW,SW,Clear,20,10,Van,FALSE
Hanley Highway/Westway,15/06/2024,13:42:20,SW,SW,Clear,20,14,Van,FALSE
Hanley Highway/Westway,15/06/2024,13:07:16,SW,NW,Clear,20,3,Car,FALSE
Hanley Highway/Westway,15/06/2024,13:04:54,SW,SE,Clear,20,3,Buss,FALSE
Hanley Highway/Westway,15/06/2024,13:34:21,NW,NW,Clear,20,2,Buss,FALSE
Hanley Highway/Westway,15/06/2024,13:40:59,SW,SE,Clear,20,14,Van,TRUE
Hanley Highway/Westway,15/06/2024,13:44:27,SE,NE,Clear,20,2,Van,FALSE
Hanley Highway/Westway,15/06/2024,13:45:30,SW,NW,Clear,20,6,Car,FALSE
Hanley Highway/Westway,15/06/2024,13:53:33,SW,SE,Clear,20,13,Buss,FALSE
Hanley Highway/Westway,15/06/2024,13:20:59,SW,SE,Clear,20,13,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,13:38:02,SW,SW,Clear,20,12,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,13:31:10,SW,SW,Clear,20,16,Truck,FALSE
Hanley Highway/Westway,15/06/2024,13:14:37,SE,SW,Clear,20,22,Bicycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,14:56:39,W,S,Clear,30,28,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,14:55:17,W,S,Clear,30,21,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,14:39:54,W,S,Clear,30,31,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,14:31:56,E,E,Clear,30,1,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,14:28:18,E,N,Clear,30,33,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,14:46:05,S,S,Clear,30,7,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,14:35:40,W,S,Clear,30,33,Van,TRUE
Elm Avenue/Rabbit Road,15/06/2024,14:31:05,S,W,Clear,30,8,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,14:30:54,E,N,Clear,30,17,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,14:33:52,S,S,Clear,30,20,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,14:33:40,S,E,Clear,30,29,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,14:26:51,N,E,Clear,30,9,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,14:04:43,S,S,Clear,30,29,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,14:09:30,S,S,Clear,30,14,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,14:28:42,W,W,Clear,30,13,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,14:12:08,W,N,Clear,30,22,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,14:18:27,N,W,Clear,30,27,Bicycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,14:40:48,S,S,Clear,30,3,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,14:25:44,N,E,Clear,30,12,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,14:55:26,S,S,Clear,30,20,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,14:13:12,E,E,Clear,30,26,Car,TRUE
Hanley Highway/Westway,15/06/2024,14:17:11,NW,NW,Clear,20,14,Car,TRUE
Hanley Highway/Westway,15/06/2024,14:04:09,SW,SE,Clear,20,22,Van,FALSE
Hanley Highway/Westway,15/06/2024,14:01:17,SW,NW,Clear,20,3,Car,FALSE
Hanley Highway/Westway,15/06/2024,14:35:08,SW,SE,Clear,20,6,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,14:10:08,SW,SE,Clear,20,25,Car,FALSE
Hanley Highway/Westway,15/06/2024,14:49:37,SW,SE,Clear,20,4,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,14:31:39,SW,SE,Clear,20,10,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,14:23:22,NE,NW,Clear,20,8,Truck,FALSE
Hanley Highway/Westway,15/06/2024,14:51:27,SW,SW,Clear,20,5,Car,FALSE
Hanley Highway/Westway,15/06/2024,14:03:22,NW,SE,Clear,20,3,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,14:09:05,NW,SE,Clear,20,4,Truck,FALSE
Hanley Highway/Westway,15/06/2024,14:30:50,SW,NW,Clear,20,20,Car,FALSE
Hanley Highway/Westway,15/06/2024,14:12:46,NE,SE,Clear,20,3,Buss,TRUE
Hanley Highway/Westway,15/06/2024,14:39:56,SW,SE,Clear,20,27,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,14:02:38,SW,SE,Clear,20,11,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,14:16:28,SW,NW,Clear,20,5,Buss,FALSE
Hanley Highway/Westway,15/06/2024,14:21:11,SW,SW,Clear,20,3,Buss,FALSE
Hanley Highway/Westway,15/06/2024,14:49:19,SW,SE,Clear,20,11,Van,FALSE
Hanley Highway/Westway,15/06/2024,14:48:10,NW,SW,Clear,20,14,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:59:18,S,W,Bright,30,22,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:47:01,S,W,Bright,30,15,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:21:06,S,W,Bright,30,19,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:38:40,N,E,Bright,30,33,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:53:16,S,W,Bright,30,7,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:05:48,E,N,Bright,30,13,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:51:10,E,S,Bright,30,18,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:54:20,S,E,Bright,30,26,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,15:52:43,E,S,Bright,30,33,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:56:39,E,N,Bright,30,21,Bicycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:17:02,E,N,Bright,30,19,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:36:57,N,N,Bright,30,25,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:43:21,E,S,Bright,30,10,Bicycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:16:37,W,N,Bright,30,23,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:53:33,S,E,Bright,30,5,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,15:37:15,S,W,Bright,30,2,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:57:27,S,W,Bright,30,29,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,15:21:57,N,E,Bright,30,34,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:09:51,S,E,Bright,30,4,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,15:28:08,W,W,Bright,30,33,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,15:21:21,S,S,Bright,30,1,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:45:07,S,S,Bright,30,10,Van,TRUE
Elm Avenue/Rabbit Road,15/06/2024,15:28:18,E,E,Bright,30,30,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:48:13,W,N,Bright,30,33,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,15:04:57,N,W,Bright,30,13,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,15:39:54,N,N,Bright,30,29,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:39:53,W,N,Bright,30,33,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:56:57,N,W,Bright,30,27,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:25:17,W,N,Bright,30,6,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:27:09,W,W,Bright,30,11,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:48:51,W,S,Bright,30,22,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,15:17:12,S,W,Bright,30,33,Van,TRUE
Hanley Highway/Westway,15/06/2024,15:04:08,NW,SW,Bright,20,3,Car,FALSE
Hanley Highway/Westway,15/06/2024,15:56:54,NW,SW,Bright,20,17,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,15:23:04,SW,SE,Bright,20,24,Car,FALSE
Hanley Highway/Westway,15/06/2024,15:34:01,NW,NW,Bright,20,6,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,15:04:56,SW,NW,Bright,20,24,Van,TRUE
Hanley Highway/Westway,15/06/2024,15:42:51,SW,SW,Bright,20,14,Car,FALSE
Hanley Highway/Westway,15/06/2024,15:31:36,SW,SW,Bright,20,18,Buss,FALSE
Hanley Highway/Westway,15/06/2024,15:40:52,NW,SE,Bright,20,8,Car,TRUE
Hanley Highway/Westway,15/06/2024,15:10:12,SW,NW,Bright,20,6,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,15:00:40,SW,NW,Bright,20,27,Buss,FALSE
Hanley Highway/Westway,15/06/2024,15:58:22,SW,SE,Bright,20,22,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,15:17:58,NE,NE,Bright,20,1,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,15:41:44,SW,SE,Bright,20,16,Buss,FALSE
Hanley Highway/Westway,15/06/2024,15:14:07,SW,SE,Bright,20,10,Truck,FALSE
Hanley Highway/Westway,15/06/2024,15:12:28,SW,SW,Bright,20,8,Car,TRUE
Hanley Highway/Westway,15/06/2024,15:57:08,SW,NW,Bright,20,3,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,15:14:45,SW,NW,Bright,20,12,Car,TRUE
Hanley Highway/Westway,15/06/2024,15:50:36,SW,SE,Bright,20,6,Van,TRUE
Hanley Highway/Westway,15/06/2024,15:25:11,SE,SE,Bright,20,6,Truck,FALSE
Hanley Highway/Westway,15/06/2024,15:23:44,SW,SE,Bright,20,24,Car,FALSE
Hanley Highway/Westway,15/06/2024,15:30:20,SW,SE,Bright,20,15,Buss,FALSE
Hanley Highway/Westway,15/06/2024,15:39:40,SW,SE,Bright,20,25,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,15:17:14,SW,SE,Bright,20,4,Van,FALSE
Hanley Highway/Westway,15/06/2024,15:03:49,NE,NE,Bright,20,4,Van,FALSE
Hanley Highway/Westway,15/06/2024,15:37:21,SW,NW,Bright,20,5,Car,FALSE
Hanley Highway/Westway,15/06/2024,15:49:37,SW,SW,Bright,20,18,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,15:18:27,NW,NW,Bright,20,22,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,15:00:28,SW,SW,Bright,20,20,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,15:59:09,SW,SW,Bright,20,3,Car,TRUE
Hanley Highway/Westway,15/06/2024,15:24:36,SW,SW,Bright,20,2,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,15:45:25,NW,SW,Bright,20,26,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,16:12:00,N,N,Bright,30,16,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,16:31:58,N,E,Bright,30,20,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,16:18:32,S,W,Bright,30,20,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,16:37:48,N,N,Bright,30,12,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,16:53:02,N,N,Bright,30,14,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,16:19:30,N,N,Bright,30,28,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,16:02:22,S,S,Bright,30,27,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,16:06:07,N,E,Bright,30,17,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,16:37:24,W,W,Bright,30,18,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,16:16:08,W,S,Bright,30,3,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,16:11:07,S,W,Bright,30,18,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,16:18:32,E,N,Bright,30,17,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,16:10:13,W,W,Bright,30,8,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,16:58:09,E,S,Bright,30,13,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,16:31:09,N,E,Bright,30,5,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,16:14:36,S,E,Bright,30,21,Car,FALSE
Hanley Highway/Westway,15/06/2024,16:24:10,SW,SW,Bright,20,20,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,16:34:31,SW,NW,Bright,20,12,Van,FALSE
Hanley Highway/Westway,15/06/2024,16:22:44,SE,NE,Bright,20,1,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,16:13:18,SW,SW,Bright,20,6,Buss,FALSE
Hanley Highway/Westway,15/06/2024,16:08:08,SW,SW,Bright,20,26,Van,FALSE
Hanley Highway/Westway,15/06/2024,16:30:32,NW,SW,Bright,20,23,Van,TRUE
Hanley Highway/Westway,15/06/2024,16:06:58,NE,NE,Bright,20,19,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,16:58:13,SW,SW,Bright,20,18,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,16:08:49,SW,NW,Bright,20,15,Car,FALSE
Hanley Highway/Westway,15/06/2024,16:12:56,NW,SE,Bright,20,3,Car,FALSE
Hanley Highway/Westway,15/06/2024,16:07:04,NW,SE,Bright,20,16,Van,FALSE
Hanley Highway/Westway,15/06/2024,16:34:28,SW,SE,Bright,20,26,Van,TRUE
Hanley Highway/Westway,15/06/2024,16:28:34,NW,NW,Bright,20,3,Van,FALSE
Hanley Highway/Westway,15/06/2024,16:44:53,NW,NW,Bright,20,7,Car,FALSE
Hanley Highway/Westway,15/06/2024,16:10:15,SW,NW,Bright,20,10,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,16:24:12,NW,SW,Bright,20,11,Buss,FALSE
Hanley Highway/Westway,15/06/2024,16:05:34,SW,SE,Bright,20,19,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,16:45:08,NE,NW,Bright,20,2,Car,FALSE
Hanley Highway/Westway,15/06/2024,16:09:00,SW,SE,Bright,20,25,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:04:46,S,W,Bright,30,18,Bicycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:35:46,N,N,Bright,30,17,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:26:10,S,E,Bright,30,18,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,17:54:16,S,S,Bright,30,9,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,17:46:10,N,N,Bright,30,14,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:07:01,W,W,Bright,30,16,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:53:39,E,N,Bright,30,20,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:16:08,E,E,Bright,30,27,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,17:57:51,S,W,Bright,30,1,Bicycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:50:10,S,S,Bright,30,9,Van,TRUE
Elm Avenue/Rabbit Road,15/06/2024,17:19:32,S,E,Bright,30,31,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,17:12:26,W,N,Bright,30,5,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:59:38,N,N,Bright,30,6,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:16:41,N,N,Bright,30,11,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:41:21,E,N,Bright,30,17,Buss,TRUE
Elm Avenue/Rabbit Road,15/06/2024,17:11:17,W,S,Bright,30,6,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:59:24,N,E,Bright,30,11,Bicycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:50:27,S,S,Bright,30,29,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:32:57,N,W,Bright,30,16,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:35:33,E,E,Bright,30,28,Bicycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:10:35,E,N,Bright,30,9,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:33:43,E,S,Bright,30,8,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,17:05:49,E,E,Bright,30,33,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,17:40:42,N,N,Bright,30,20,Car,FALSE
Hanley Highway/Westway,15/06/2024,17:46:35,NW,SW,Bright,20,23,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,17:39:38,NE,NE,Bright,20,12,Car,TRUE
Hanley Highway/Westway,15/06/2024,17:09:42,SE,NE,Bright,20,20,Motorcycle,TRUE
Hanley Highway/Westway,15/06/2024,17:02:29,NW,SW,Bright,20,3,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,17:31:44,NW,NW,Bright,20,3,Car,TRUE
Hanley Highway/Westway,15/06/2024,17:48:59,NW,SE,Bright,20,24,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,17:45:07,NE,SE,Bright,20,14,Car,TRUE
Hanley Highway/Westway,15/06/2024,17:08:39,NW,NW,Bright,20,17,Van,TRUE
Hanley Highway/Westway,15/06/2024,17:41:36,SW,SE,Bright,20,15,Van,FALSE
Hanley Highway/Westway,15/06/2024,17:44:41,SW,SE,Bright,20,5,Car,TRUE
Hanley Highway/Westway,15/06/2024,17:53:01,SW,SE,Bright,20,20,Car,FALSE
Hanley Highway/Westway,15/06/2024,17:13:38,SW,NW,Bright,20,6,Buss,FALSE
Hanley Highway/Westway,15/06/2024,17:59:04,SW,NW,Bright,20,2,Buss,FALSE
Hanley Highway/Westway,15/06/2024,17:12:37,SW,SE,Bright,20,26,Van,FALSE
Hanley Highway/Westway,15/06/2024,17:59:16,SW,SE,Bright,20,6,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,17:14:34,SW,NW,Bright,20,6,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,17:57:37,SW,SE,Bright,20,24,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,17:08:29,SW,SW,Bright,20,3,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,17:47:57,SW,NW,Bright,20,11,Car,TRUE
Hanley Highway/Westway,15/06/2024,17:09:26,SW,SW,Bright,20,15,Buss,FALSE
Hanley Highway/Westway,15/06/2024,17:17:15,NE,NW,Bright,20,23,Car,FALSE
Hanley Highway/Westway,15/06/2024,17:03:15,SW,SE,Bright,20,22,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,17:47:06,SW,SE,Bright,20,11,Car,FALSE
Hanley Highway/Westway,15/06/2024,17:43:57,SW,SW,Bright,20,19,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,17:36:03,SW,NW,Bright,20,13,Buss,TRUE
Hanley Highway/Westway,15/06/2024,17:56:07,SW,SW,Bright,20,19,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,17:30:51,SW,SE,Bright,20,1,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,17:33:01,SW,SE,Bright,20,10,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:46:58,W,N,Clear,30,34,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:27:02,S,E,Clear,30,6,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:54:57,W,N,Clear,30,28,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:59:35,E,N,Clear,30,24,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:48:17,S,S,Clear,30,27,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:55:52,S,S,Clear,30,19,Van,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:32:43,S,W,Clear,30,23,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:33:31,N,W,Clear,30,31,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:44:24,N,W,Clear,30,21,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:06:59,E,N,Clear,30,15,Scooter,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:34:12,N,W,Clear,30,1,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:53:37,N,W,Clear,30,4,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:49:57,S,S,Clear,30,28,Van,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:06:04,E,S,Clear,30,17,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:17:18,W,S,Clear,30,25,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:22:13,N,E,Clear,30,21,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:57:15,E,S,Clear,30,5,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:49:07,N,N,Clear,30,4,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:56:34,S,S,Clear,30,34,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:52:05,E,N,Clear,30,31,Buss,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:43:27,N,W,Clear,30,23,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:23:31,S,S,Clear,30,31,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:27:26,N,W,Clear,30,20,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:31:06,W,W,Clear,30,2,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:23:41,E,N,Clear,30,31,Motorcycle,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:00:55,W,W,Clear,30,30,Bicycle,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:39:43,S,E,Clear,30,2,Car,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:37:11,E,S,Clear,30,31,Truck,FALSE
Elm Avenue/Rabbit Road,15/06/2024,18:53:21,N,N,Clear,30,15,Van,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:23:45,S,E,Clear,30,30,Car,TRUE
Elm Avenue/Rabbit Road,15/06/2024,18:40:43,S,W,Clear,30,9,Van,TRUE
Hanley Highway/Westway,15/06/2024,18:10:55,SE,NE,Clear,20,6,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,18:53:39,SW,SW,Clear,20,5,Car,FALSE
Hanley Highway/Westway,15/06/2024,18:09:53,SW,NW,Clear,20,13,Car,TRUE
Hanley Highway/Westway,15/06/2024,18:40:14,SW,NW,Clear,20,2,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,18:49:02,SE,SE,Clear,20,21,Van,FALSE
Hanley Highway/Westway,15/06/2024,18:48:42,SW,SE,Clear,20,14,Motorcycle,FALSE
Hanley Highway/Westway,15/06/2024,18:25:57,SW,SE,Clear,20,17,Bicycle,TRUE
Hanley Highway/Westway,15/06/2024,18:05:45,NW,NW,Clear,20,2,Car,FALSE
Hanley Highway/Westway,15/06/2024,18:15:42,SW,SW,Clear,20,2,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,18:18:01,SW,NW,Clear,20,21,Buss,FALSE
Hanley Highway/Westway,15/06/2024,18:41:27,SW,SW,Clear,20,24,Bicycle,FALSE
Hanley Highway/Westway,15/06/2024,18:47:33,SE,SW,Clear,20,14,Scooter,TRUE
Hanley Highway/Westway,15/06/2024,18:36:14,NW,SW,Clear,20,17,Bicycle,FALSE
